password,has lowercase,has uppercase,has special character,length,strength
"pI0""~$J+f~$#Q",True,True,True,13,2
"3}*d+,;XH?(2CD~",True,True,True,15,2
90_,False,False,True,3,0
^?-m8k%6,True,False,True,8,1
{Jik_r=W?._KYWg1,True,True,True,16,2
"|m""ea))F$x2Q",True,True,True,12,2
on;g{%xDk<',True,True,True,11,2
9}'~Eu(R|AJ',True,True,True,12,2
"e,(ji+DJBNu""Oxd",True,True,True,15,2
Itv;GjO@T,True,True,True,9,2
S->+iS,True,True,True,6,1
W0}fkkq\,True,True,True,8,2
@IGW,False,True,True,4,0
ZIXT\@dfw&+gG)/,True,True,True,15,2
cjS-)/,True,True,True,6,1
l0@jMij0X4R.Tc,True,True,True,14,2
a3q&m>{,True,False,True,7,1
$Ea,True,True,True,3,0
MHii(6,True,True,True,6,1
w!`e}\P&|`|bf!bC,True,True,True,16,2
)|\3H#Ncd^<|2QqF,True,True,True,16,2
3\vQ-c3)rd,True,True,True,10,2
7zC(0*Gl9WmF^[Oq,True,True,True,16,2
"nIlT>\u,'",True,True,True,9,2
UVDs>,True,True,True,5,0
WVk7SWuiqtW6fBKJ,True,True,False,16,1
QPa?}L0I^2L,True,True,True,11,2
c-JSjSY/,True,True,True,8,2
O*|aFV;\Ey,True,True,True,10,2
x=^rGv#zKGIrp=Fj,True,True,True,16,2
+%3<W,False,True,True,5,0
[Gc,True,True,True,3,0
q_r;Bf^2@ZW0,True,True,True,12,2
0bNy`f*8,True,True,True,8,2
B`{f1b?8,True,True,True,8,2
+cy]^j'wYQG2'I,True,True,True,14,2
}(klxSlWtJuAq,True,True,True,13,2
KBt,True,True,False,3,0
?/BV},False,True,True,5,0
W2166\FBNO,False,True,True,10,1
"?L=!9f,]djuy",True,True,True,12,2
/RnIT,True,True,True,5,0
5sj.xY+r*J,True,True,True,10,2
",/c1U+}&i(",True,True,True,10,2
p9c>,True,False,True,4,0
=A[14@sseJ+,True,True,True,11,2
50<.O8Nbxo1pY^(,True,True,True,15,2
r=f}:-V,True,True,True,7,1
zcpJghu5p>U,True,True,True,11,2
r?4k7QmF,True,True,True,8,2
I-rXmv(,True,True,True,7,1
-EM?<C3CR/4:tk7,True,True,True,15,2
"nV&U5Fe'!o7phz""",True,True,True,15,2
"iv-E`H*Upoh=;,g",True,True,True,15,2
W0+,False,True,True,3,0
/f%L0op,True,True,True,7,1
"t{R.4)~M!o5""",True,True,True,12,2
0M-z5-_0'M-TsfO],True,True,True,16,2
$9KgTFGe@N2uy,True,True,True,13,2
x;>Z$g5Vu!(G0,True,True,True,13,2
BiJ|89do|PRuE0KJ,True,True,True,16,2
"Pu8Yn)d-(V2tc,\",True,True,True,15,2
CMbD,True,True,False,4,0
"a(E,q)`Lewzb'!;[",True,True,True,16,2
#J!oKFKbB#,True,True,True,10,2
"R5b""GZljD:4_.R&",True,True,True,15,2
b#*e,True,False,True,4,0
8h|mHZ{(!>XK5>I,True,True,True,15,2
P:icu^Y7Bu,True,True,True,10,2
&5#,False,False,True,3,0
[ec,True,False,True,3,0
4&F.?IC>3BxUJ),True,True,True,14,2
0:jG&-/|bDpt$f,True,True,True,14,2
a.B,True,True,True,3,0
"""U/9{TG[w>ys_!8H",True,True,True,16,2
"J8Kz_M""v",True,True,True,8,2
bYHM&WT-ac>BiOx,True,True,True,15,2
"eEvK,7qHyYN",True,True,True,11,2
ZF]dlNG?kGs}F6Q,True,True,True,15,2
z%7EI'!$V]cVz,True,True,True,13,2
[m`ehkJ/+m/44,True,True,True,13,2
RDG7i,True,True,False,5,0
';mFf7'_p4C,True,True,True,11,2
\4z,True,False,True,3,0
EY@[VN-s#,True,True,True,9,2
7/dg=dzlJE$Y}wiJ,True,True,True,16,2
(2u+,True,False,True,4,0
_HT_$hWL3c/B,True,True,True,12,2
F2xV5kW5.iUD~,True,True,True,13,2
fXI;3'7L,True,True,True,8,2
_^*/,False,False,True,4,0
b.l{<%%-I,True,True,True,9,2
'Un6?$ng}C&r,True,True,True,12,2
08/']|_dg;bZhuS,True,True,True,15,2
"]=,`|""u(_6}fP",True,True,True,13,2
era,True,False,False,3,0
\v6lRrG}$IL,True,True,True,11,2
fPV0~K,True,True,True,6,1
NNao?p<:VYFmQ~,True,True,True,14,2
tbiH,True,True,False,4,0
2=],False,False,True,3,0
pW$IZ_-\RN,True,True,True,10,2
_1^g7,True,False,True,5,0
qFN.)L,True,True,True,6,1
N1MnL-lj[9'0,True,True,True,12,2
7uHche4,True,True,False,7,1
.Bm&lP,True,True,True,6,1
JPJZiP,True,True,False,6,1
s1'';tn\,True,False,True,8,1
"o(e2J$2+9""""nb`",True,True,True,14,2
"DD$1""wu{",True,True,True,8,2
'<ku,True,False,True,4,0
no;7[2QG,True,True,True,8,2
qU;[/r,True,True,True,6,1
kI'_lTA!\Inr,True,True,True,12,2
7P(\kPlHRbWldPs,True,True,True,15,2
)HE{N_B)U{0B2;,False,True,True,14,1
TN9H=7:rf_ry%0rn,True,True,True,16,2
vV\6,True,True,True,4,0
EFms7;f_6QIx,True,True,True,12,2
'`l]1qVUd%P{[d,True,True,True,14,2
]dQ=jf:JPWEx,True,True,True,12,2
c=W,True,True,True,3,0
MoFs?Oof/v3,True,True,True,11,2
0!jW:O7%,True,True,True,8,2
1zmExiIXzN6s,True,True,False,12,1
twPg;f=ktd)#=C,True,True,True,14,2
<LChk,True,True,True,5,0
eZQv,True,True,False,4,0
E8f`lQs5q2,True,True,True,10,2
[.[oHFMOO3>v5,True,True,True,13,2
OYC;,False,True,True,4,0
"aK""",True,True,True,3,0
"+A!,O7v!t",True,True,True,9,2
*K+)^OwVJ]mdh\60,True,True,True,16,2
"8odUj""/",True,True,True,7,1
nj+&q5$+OxZe3;,True,True,True,14,2
"E]|xAG,'J3!MP2~",True,True,True,15,2
c<\=R3h?8),True,True,True,10,2
HhKJivp|6H{ns9L,True,True,True,15,2
S#r;P(}b%xil%d,True,True,True,14,2
C7Y&,False,True,True,4,0
W7g:h;|,True,True,True,7,1
}X^/J,False,True,True,5,0
qd>cVc`M?9T,True,True,True,11,2
Iim,True,True,False,3,0
SCk`<@,True,True,True,6,1
h/pU=Z_Ik`,True,True,True,10,2
}gu~moAT#Ih,True,True,True,11,2
9Eb}\5U4F\[.P04F,True,True,True,16,2
"T,?FTVw-",True,True,True,8,2
P`l;,True,True,True,4,0
>$Ko4[\Ir\OV[O,True,True,True,14,2
"P]m>U(Qe+;,Mt",True,True,True,13,2
wVUD+E?()(N`8[,True,True,True,14,2
f!sCJG,True,True,True,6,1
@JAWf,True,True,True,5,0
t22zxhtlcz,True,False,False,10,1
0M[++9>S8Bp$a=bX,True,True,True,16,2
"(A`wyN""~*",True,True,True,9,2
Srk,True,True,False,3,0
gAC_Y*xGJT<'i,True,True,True,13,2
{&rS8-,True,True,True,6,1
4rPB_,True,True,True,5,0
^BSbcd#bTKH8'_,True,True,True,14,2
"""%2A",False,True,True,4,0
uV38v92,True,True,False,7,1
bEb?iUwpsi<P.7[P,True,True,True,16,2
WFXZ#$d/)P,True,True,True,10,2
"""A""Bu;]h1r",True,True,True,10,2
\;#rh,True,False,True,5,0
"j~#""^,*%0~EDp",True,True,True,13,2
y[\D2Mf`{~'X$-X,True,True,True,15,2
MEi_Qu]e@Z*_,True,True,True,12,2
zrp,True,False,False,3,0
mls(trg|-Mv&iCm,True,True,True,15,2
zU^MSj74t}benY*3,True,True,True,16,2
/|^G:@{a&#mJ,True,True,True,12,2
gIZ0c,True,True,False,5,0
b+aSE+,True,True,True,6,1
{lnpm;qnwT4.,True,True,True,12,2
aL!!,True,True,True,4,0
"F,Kbg&i2m/zObrx",True,True,True,15,2
\>0,False,False,True,3,0
cPXo9+T*,True,True,True,8,2
gy8LwY,True,True,False,6,1
mIR,True,True,False,3,0
hCg-,True,True,True,4,0
23H7/hM7p+9U/Aa+,True,True,True,16,2
"Z""'W7.^v",True,True,True,8,2
qW@4i<=3;l,True,True,True,10,2
"TnQNE>N2E""^md|",True,True,True,14,2
pkD8+^K1,True,True,True,8,2
zA.,True,True,True,3,0
uwrN1$-B+O;,True,True,True,11,2
`.d%6!V4O,True,True,True,9,2
Aij_{+`,True,True,True,7,1
"`<,vtJ68F8-]%",True,True,True,13,2
0BRp,True,True,False,4,0
Ox-dI',True,True,True,6,1
>i!ZE!',True,True,True,7,1
4$lCe=h,True,True,True,7,1
",KMU$ZBi<&IoPV",True,True,True,14,2
)eV861,True,True,True,6,1
R1Q,False,True,False,3,0
`Kn,True,True,True,3,0
F%.kT\Dd,True,True,True,8,2
JFI,False,True,False,3,0
/2{Ov%,True,True,True,6,1
NA0SdT|C#{+xJae,True,True,True,15,2
"aaN.m],0",True,True,True,8,2
'3='?d,True,False,True,6,1
crn-fqwJkH2><d.,True,True,True,15,2
j|8z'&u,True,False,True,7,1
a?Ob,True,True,True,4,0
)')&dtVK[*a\1Bz,True,True,True,15,2
eZ_C~z8&BAZ>,True,True,True,12,2
/$r``,True,False,True,5,0
8A1/,False,True,True,4,0
(y),True,False,True,3,0
f!lOm#gK/^(,True,True,True,11,2
bQu(2,True,True,True,5,0
{T@M'5gSToZ=R,True,True,True,13,2
]NQ,False,True,True,3,0
BQ@y].V.yUYQi,True,True,True,13,2
IU\*H,False,True,True,5,0
rmG8s5u$<,True,True,True,9,2
XB.3Hxd{\o,True,True,True,10,2
B2udsVC?DPZF3=(!,True,True,True,16,2
6K~^w,True,True,True,5,0
53mj(.1e`zL0@,True,True,True,13,2
pjdA%,True,True,True,5,0
$`_(+>fb(L,True,True,True,10,2
KAH2/z>O|Fv,True,True,True,11,2
P38IYE1RMgL![S,True,True,True,14,2
Vwa$C^/,True,True,True,7,1
e%P,True,True,True,3,0
RLEL8^cp0km,True,True,True,11,2
"yt,~-GvC2~q{",True,True,True,12,2
<Q`uJ{5wD8-tCz<,True,True,True,15,2
heo\ss/,True,False,True,7,1
%iZXtUJT$jpnfk9(,True,True,True,16,2
d$6#vr7{;nTz,True,True,True,12,2
$fJW3c,True,True,True,6,1
u$/4T,True,True,True,5,0
>kKg'{,True,True,True,6,1
Ag8*6VLx9{C42r1,True,True,True,15,2
"R#5zZ8X8(U""=K-4x",True,True,True,16,2
LibrGdfkxA-x+=,True,True,True,14,2
<UmR`,True,True,True,5,0
#.oG@'=wYF[z*&7,True,True,True,15,2
^}UL.n`TR.R8,True,True,True,12,2
/fU!v6y{,True,True,True,8,2
"?<*,0KpHes4#r\1w",True,True,True,16,2
d0Bl\?E2,True,True,True,8,2
':`]BG9`,False,True,True,8,1
hEy#00U,True,True,True,7,1
S[^_/{:9oK[,True,True,True,11,2
81a,True,False,False,3,0
)Hm&IB~k#|IR-,True,True,True,13,2
qTTH5r%^C,True,True,True,9,2
a6e$Nc3YWp|_Kfg,True,True,True,15,2
@XTF,False,True,True,4,0
]}tg,True,False,True,4,0
"Hd,r0*74@@Ev6K",True,True,True,14,2
Xno,True,True,False,3,0
g&#|'ogj{eWhAKz,True,True,True,15,2
8BZK']TlH+qI]],True,True,True,14,2
V$#lv\Rer@,True,True,True,10,2
"e>`6%@,B,{UVO@\",True,True,True,15,2
ku2v+=?vP8w,True,True,True,11,2
"0,}E",False,True,True,4,0
"2t'e?(n,r6Sp-",True,True,True,13,2
",-p7r1vUSyhjdB|",True,True,True,15,2
"x-W,nL,L>v",True,True,True,10,2
"&4g}.+[>,lf~x",True,False,True,13,1
wG@6_t,True,True,True,6,1
"x8&!z""05",True,False,True,8,1
L-K=,False,True,True,4,0
s>i%~^7SY,True,True,True,9,2
K@0R*}n~:$M\aoG,True,True,True,15,2
6{CBq,True,True,True,5,0
|)}&j,True,False,True,5,0
-'W<x:!PA2,True,True,True,10,2
)gwFsFJ4r]QT%,True,True,True,13,2
4:*x:Fy,True,True,True,7,1
"i-T+l#0m""IQ)",True,True,True,12,2
"NrV>s,(k<4eka",True,True,True,13,2
>@2`ri\v^q,True,False,True,10,1
1|h,True,False,True,3,0
65p[^,True,False,True,5,0
"jcnq=QL`4h`,X86",True,True,True,15,2
jmzUZUdUfZ{a,True,True,True,12,2
oUMyp+S!g,True,True,True,9,2
f0;~29|J,True,True,True,8,2
"Wm,BBu%8{*U:|(}W",True,True,True,16,2
fAZ\8}[!}k,True,True,True,10,2
c4H/>3\.g*6n1y^|,True,True,True,16,2
<yj,True,False,True,3,0
nS0x[6[K,True,True,True,8,2
$wOD+C,True,True,True,6,1
Py~06-~cipUG,True,True,True,12,2
eIv[Y,True,True,True,5,0
+{g$$|,True,False,True,6,1
^75cR<u$$u,True,True,True,10,2
fl[t(0,True,False,True,6,1
CCs,True,True,False,3,0
a6a>,True,False,True,4,0
tKku1D2Y,True,True,False,8,1
}Ng,True,True,True,3,0
"#,3m<o`[k-;",True,False,True,11,1
Oc*,True,True,True,3,0
TRNcRx,True,True,False,6,1
8/CY,False,True,True,4,0
",ziD\`!PlFx!j)}",True,True,True,15,2
3S8V<`^v,True,True,True,8,2
"w8^(r0ET,o",True,True,True,10,2
h\0bcq.A}as,True,True,True,11,2
""",RIC(T{Cu4/~",True,True,True,13,2
QApPN-G,True,True,True,7,1
=F}mc62{[HCRB@,True,True,True,14,2
C'S}]R?S,False,True,True,8,1
VmV?,True,True,True,4,0
tBi7T.oO#\0U,True,True,True,12,2
?7{/}MouL],True,True,True,10,2
H;@qR!cvFD#/yb,True,True,True,14,2
YVw,True,True,False,3,0
qhT,True,True,False,3,0
'n7Z5bYc:Ksk_Z,True,True,True,14,2
lJ_,True,True,True,3,0
N][R{F(CvZ\jwY,True,True,True,14,2
#Gj,True,True,True,3,0
"U!oz_%[Y""",True,True,True,9,2
JwCUK\W?CY24l$t:,True,True,True,16,2
mQl.39C&w5SQMI,True,True,True,14,2
\]}P<JG,False,True,True,7,1
XM7n\1fBLh-).,True,True,True,13,2
oq9,True,False,False,3,0
=h$05T2`!K1[w,True,True,True,13,2
LOT}kcRJI',True,True,True,10,2
Kot*N3wV,True,True,True,8,2
"aKDT/)""w",True,True,True,8,2
dWC9!Bjtc5d|j/,True,True,True,14,2
??gK+,True,True,True,5,0
a+Y=Y,True,True,True,5,0
"4+@DmAIvV`s_{""S'",True,True,True,16,2
"I9*elR0=ak"".#_Rd",True,True,True,16,2
q1iZ^cm~}wQP,True,True,True,12,2
B-z[7,True,True,True,5,0
7[O*S#pN~BB=7,True,True,True,13,2
n?4aS]awk!.gvK4,True,True,True,15,2
V-3Ls,True,True,True,5,0
ixnLQ1b.,True,True,True,8,2
KD&LK,False,True,True,5,0
jWI1M$/|2oqYq+:,True,True,True,15,2
Ti?,True,True,True,3,0
sW#1,True,True,True,4,0
&?swKIAM+t,True,True,True,10,2
D9&f2GHza,True,True,True,9,2
"j|""TTE|n4x",True,True,True,10,2
3HP.<#p@,True,True,True,8,2
^0-~c+ICP2x,True,True,True,11,2
+F[&,False,True,True,4,0
|<S>VDa,True,True,True,7,1
m0V#3cUzJ/V,True,True,True,11,2
G>],False,True,True,3,0
h|<5}GOKjg/[U,True,True,True,13,2
"Nmj""OoEn)",True,True,True,9,2
+NlVg^7k,True,True,True,8,2
uhWXkP>w=VS,True,True,True,11,2
pR}J1363kM,True,True,True,10,2
"hB"">}b\nG}@",True,True,True,11,2
m'yfNyi^NV7.>3t],True,True,True,16,2
"{B1oXZ'F{8,C",True,True,True,12,2
5uC,True,True,False,3,0
/1LRp;~,True,True,True,7,1
"(9*[""0i?*5H|z",True,True,True,13,2
X=Q|B)k8FJ<M/&u,True,True,True,15,2
mO14O]#,True,True,True,7,1
"""6i4",True,False,True,4,0
"z,:",True,False,True,3,0
y@S-cS<*Taw}~,True,True,True,13,2
KN-@N|,False,True,True,6,1
Q>II34Vu9EA#IL4:,True,True,True,16,2
.i7,True,False,True,3,0
pvW\9<*D,True,True,True,8,2
eZG#NTJZx<Mbmd,True,True,True,14,2
"ui=_:U""T",True,True,True,8,2
v%lx_=t/B,True,True,True,9,2
hLco&qA{5w}N,True,True,True,12,2
M)l<3;{6?0Wj&p,True,True,True,14,2
"gU""qfo3]=&2E#0t",True,True,True,15,2
Hn_mItl,True,True,True,7,1
:~V/,False,True,True,4,0
vQQ,True,True,False,3,0
da;6MD'is,True,True,True,9,2
n<o%t_OS9Ue?,True,True,True,12,2
i?a!z<E,True,True,True,7,1
h+vY,True,True,True,4,0
[/$V=|'H,False,True,True,8,1
"%}tn,",True,False,True,5,0
qg'vcW,True,True,True,6,1
ss:0,True,False,True,4,0
6h;JD^qYSIsG,True,True,True,12,2
k)&]NtGRUAuG,True,True,True,12,2
MdW&z}8+,True,True,True,8,2
eC40_&&xJjl{,True,True,True,12,2
";l#aU""Qt{",True,True,True,9,2
'Ye,True,True,True,3,0
y!e.IWf7`b},True,True,True,11,2
MjVrVfk,True,True,False,7,1
:K3Nx*M/3s,True,True,True,10,2
l1|ctI6v'hs^,True,True,True,12,2
5Z{7f=o,True,True,True,7,1
SK).t~)t,True,True,True,8,2
7;2~o,True,False,True,5,0
uq+!~,True,False,True,5,0
H[A+z-Zo*,True,True,True,9,2
=:T@tj!_,True,True,True,8,2
5e=Ft4,True,True,True,6,1
i*k*,True,False,True,4,0
=C)Il~%:TE_,True,True,True,11,2
*Y!O\{{,False,True,True,7,1
Dw;m}o:P/f/@_h<,True,True,True,15,2
x\W(Q9]s,True,True,True,8,2
"i);LrB$,ifZl",True,True,True,12,2
r(7L0&#d`xK!-NSe,True,True,True,16,2
#$1-V#i,True,True,True,7,1
AGwk+Hgz76?NlT.R,True,True,True,16,2
W/QE5SdJB*dh.,True,True,True,13,2
>c^D5x'P(,True,True,True,9,2
uA6?DHhFB,True,True,True,9,2
03%5sl)<rKT,True,True,True,11,2
FR<q8X;j,True,True,True,8,2
{K(zd_-M`i2g,True,True,True,12,2
uINYu2?3kg@m%},True,True,True,14,2
8.gugcVF`A,True,True,True,10,2
X[C,False,True,True,3,0
fHK5HcB8E]yfg[@,True,True,True,15,2
zT'{k-j*YPs7r<JP,True,True,True,16,2
FLPE,False,True,False,4,0
4>;X,False,True,True,4,0
qY.kA,True,True,True,5,0
}>Z,False,True,True,3,0
UB}^J,False,True,True,5,0
9T%rG1k&S0</zsMH,True,True,True,16,2
ENNc1,True,True,False,5,0
\bB),True,True,True,4,0
oJty,True,True,False,4,0
"gh""5r",True,False,True,5,0
?#g4,True,False,True,4,0
KZuaAwt,True,True,False,7,1
ia*|3&Bh.ch=dJu,True,True,True,15,2
_zX*t=yU]cvt,True,True,True,12,2
;>dXX,True,True,True,5,0
j>QN<-Z3,True,True,True,8,2
xi)amfFS-us15wKt,True,True,True,16,2
jZ/LXHk'/=,True,True,True,10,2
!(NVi>B,True,True,True,7,1
j'.X;y)y%r{,True,True,True,11,2
p2eB#,True,True,True,5,0
V!8i/Ie,True,True,True,7,1
"sLXRRGG^v$Q,P646",True,True,True,16,2
d-[OK,True,True,True,5,0
c\s<`f/,True,False,True,7,1
GGT9Hr@H,True,True,True,8,2
J[2W((Qx?Ks~:?,True,True,True,14,2
~.xaI+b,True,True,True,7,1
X+g&9d_6mZR,True,True,True,11,2
XhL9%>eXzJ/i,True,True,True,12,2
~S*G,False,True,True,4,0
j'R)ED,True,True,True,6,1
kry\kB7zO,True,True,True,9,2
E-grz,True,True,True,5,0
"*,'o",True,False,True,4,0
~)j:,True,False,True,4,0
lklxH$.LXfcX>UJ,True,True,True,15,2
#?S`nWK'V#;H>G,True,True,True,14,2
Phgk&u8,True,True,True,7,1
L8M,False,True,False,3,0
B5)%%lp3*\(t;3t,True,True,True,15,2
"^}d:Dfq%'aTI,J8",True,True,True,15,2
6]E_|I['j,True,True,True,9,2
]Bs^@S%=d59[m,True,True,True,13,2
b@:,True,False,True,3,0
f#>:&,True,False,True,5,0
"_3Q1""$%N2D6",False,True,True,11,1
2*yfbVkaSZ5@T1,True,True,True,14,2
}6<1[g,True,False,True,6,1
9mP'5M&>^y'ew>#.,True,True,True,16,2
/A;bC7LC8zzjY@|),True,True,True,16,2
c;HcK?z/cmo,True,True,True,11,2
QHWx,True,True,False,4,0
CR:v4VoIEwj,True,True,True,11,2
+=?%2i-S\=m#j]P,True,True,True,15,2
'R5f$~jf'!Wo,True,True,True,12,2
3!p#j4?\4o,True,False,True,10,1
[7ekBA%,True,True,True,7,1
]PL,False,True,True,3,0
)e7c>,True,False,True,5,0
;2cP2,True,True,True,5,0
xGxz'q`YhU,True,True,True,10,2
Rj-,True,True,True,3,0
T<)bLa6K0[4^,True,True,True,12,2
Y0p\vBy={q,True,True,True,10,2
<$ascyusf,True,False,True,9,1
WE]2&fRt(1o;'(,True,True,True,14,2
'ZGI1Ov,True,True,True,7,1
os}B\S7X+Zr,True,True,True,11,2
+IR(hGmRv{kP1<a,True,True,True,15,2
IT/,False,True,True,3,0
OWz~bf);P,True,True,True,9,2
jak5?P>q~S&IaC,True,True,True,14,2
LTrTnE>iHP,True,True,True,10,2
gl9raw~m~F{,True,True,True,11,2
JvUqE3xSn,True,True,False,9,1
[KT=Hxgf,True,True,True,8,2
<h)@X@l/7;?K<IL,True,True,True,15,2
*k(V3Rr?Z~1e,True,True,True,12,2
9}7fK:s~,True,True,True,8,2
{0\[Q>Zn_,True,True,True,9,2
hT]PJ,True,True,True,5,0
Vb1g,True,True,False,4,0
z[:,True,False,True,3,0
{D~O@g)\>_MzT,True,True,True,13,2
Fmf[DV.,True,True,True,7,1
s*.'|Cl,True,True,True,7,1
P[uQC,True,True,True,5,0
"uE""0%t!s!i",True,True,True,10,2
"|>B[alruE""/Z}BIk",True,True,True,16,2
8$H,False,True,True,3,0
2_#t1]^QBr|x),True,True,True,13,2
J&JuH`\_Z\DVn,True,True,True,13,2
5*):;jAStNalF,True,True,True,13,2
''A@TDPN,False,True,True,8,1
{4f@oHBU)%as0v|m,True,True,True,16,2
C:L?lU,True,True,True,6,1
&.[DP,False,True,True,5,0
"N,y'2`x\|8XBnw",True,True,True,14,2
OA}K[;x3P,True,True,True,9,2
"""#'PKeTa@))]f",True,True,True,13,2
1c{p,True,False,True,4,0
jd)YI'vrV,True,True,True,9,2
'u[\$o,True,False,True,6,1
^f^A]4!ZK<#.HyB,True,True,True,15,2
k.vXC)%j,True,True,True,8,2
%UsnmmszK%-,True,True,True,11,2
)~<`m`RDCO8zo,True,True,True,13,2
"ep-[]kd~+Cm^,x",True,True,True,14,2
_bkiTF@,True,True,True,7,1
@PXz+}ztxEqGa'B,True,True,True,15,2
q\a-cj5qs^+E{,True,True,True,13,2
"RV""Z",False,True,True,4,0
"*mWv@k|d/a3,nB",True,True,True,14,2
StvRlH,True,True,False,6,1
\*Rg)HTvR'4`47M,True,True,True,15,2
"""4+eCI%*a#u",True,True,True,11,2
vcS$HC/@,True,True,True,8,2
16MMO0b5,True,True,False,8,1
T:0Q'%mqP`QK*=<,True,True,True,15,2
;n8lL9q,True,True,True,7,1
"F""!ns",True,True,True,5,0
kV~*Zb8(EZ@rh@-,True,True,True,15,2
"jXSmQ""IEn)Qc",True,True,True,12,2
dsIOR}3ie5i,True,True,True,11,2
"E""[l|lFN*Kn'z.",True,True,True,14,2
d(QI,True,True,True,4,0
QT@;x,True,True,True,5,0
kK:,True,True,True,3,0
zl<P]2uRtv),True,True,True,11,2
n{<P]l3ZqS8/e@n,True,True,True,15,2
sF<pm>ATG['`,True,True,True,12,2
cR_jCB:vVB(y&A,True,True,True,14,2
dvp9CDPYk+7,True,True,True,11,2
[89wc%-Yc,True,True,True,9,2
"SF5z,A.$eVe#V",True,True,True,13,2
YYfb:TE%U,True,True,True,9,2
}Qz,True,True,True,3,0
"zS&;""6wq",True,True,True,8,2
"iA0T6""V}H=",True,True,True,10,2
bbc`mC&:,True,True,True,8,2
]4e-<zHbAu7,True,True,True,11,2
@YU,False,True,True,3,0
IKY|,False,True,True,4,0
k2>^!U[RoQx(,True,True,True,12,2
"""fq%M2",True,True,True,6,1
"jY:p"")G/4",True,True,True,9,2
`>~6?F`3s).Qq8Gn,True,True,True,16,2
7T'>j<|@8}0<v~XG,True,True,True,16,2
'3%]#LsI]=O$,True,True,True,12,2
n$)e8Na$QM,True,True,True,10,2
qu4/&K*}]|{SRi,True,True,True,14,2
I[:ymO^,True,True,True,7,1
`S.*^ozeBewgr3,True,True,True,14,2
]uia,True,False,True,4,0
)DN46eVlGT*,True,True,True,11,2
P_]\nrSh\_,True,True,True,10,2
sLu01gP0N,True,True,False,9,1
pokT9K,True,True,False,6,1
=J`/sgm,True,True,True,7,1
a;\J|i;AA,True,True,True,9,2
6V{frHL'e26}M,True,True,True,13,2
]/!:C!boe)sfv,True,True,True,13,2
h4[_%+j,True,False,True,7,1
"Qa,\ANMQ1i(0",True,True,True,12,2
'ZKQ<b>,True,True,True,7,1
5!PA,False,True,True,4,0
",ksQLy",True,True,True,6,1
}vV]X,True,True,True,5,0
v[JMb4}b,True,True,True,8,2
]>IAGHhM3g,True,True,True,10,2
d54t1S,True,True,False,6,1
;9t,True,False,True,3,0
qaw0P%,True,True,True,6,1
hhV|z2/a`V`,True,True,True,11,2
;RtqhxbcuT&,True,True,True,11,2
redklhrCg-Ywh,True,True,True,13,2
>p'bIxn,True,True,True,7,1
"G>X,BW{`dQ/",True,True,True,11,2
|qZt<Y3!.,True,True,True,9,2
"""t7BSDRLw_iAg",True,True,True,13,2
"d,!CT~pdr4",True,True,True,10,2
yZ1FXK2Q^d@F%Kd,True,True,True,15,2
u3qiM(a-fdlQh,True,True,True,13,2
.)J,False,True,True,3,0
U@&m,True,True,True,4,0
b[F'.(P,True,True,True,7,1
6P(.R8!i^-Kifx+,True,True,True,15,2
(7%BuVFeT3\d,True,True,True,12,2
(!.Hli,True,True,True,6,1
5vC,True,True,False,3,0
"'7vLn""Qh!l{%*",True,True,True,13,2
"""U4c,Ei&",True,True,True,8,2
O0^xLPX(wX:PoUFB,True,True,True,16,2
m3TXbRF3(|,True,True,True,10,2
%r9J)Ub}i.2,True,True,True,11,2
""",y>0MS2q`orE0",True,True,True,14,2
]8V^mjxNa*U$%,True,True,True,13,2
or1%T,True,True,True,5,0
!pcC}:?%<\wB/84U,True,True,True,16,2
jx$H3>&@U5oUT6T,True,True,True,15,2
J}[BKC*G;#65,False,True,True,12,1
"f""dd'~^f`Z13k",True,True,True,13,2
Iq};3x-,True,True,True,7,1
"A3Fer\Q^7U,>UO=I",True,True,True,16,2
hM.,True,True,True,3,0
ula=W[iZ,True,True,True,8,2
bSkEeKI`,True,True,True,8,2
uBj-u|m!)xo$,True,True,True,12,2
EdXuWN,True,True,False,6,1
t+!Nn!2k)Ku,True,True,True,11,2
"Yj&|o,-b$GX{",True,True,True,12,2
"IL'&""D\d=C\7",True,True,True,12,2
itID*U*|ZwTqOSl$,True,True,True,16,2
3O$bQBco:*A.-n];,True,True,True,16,2
"1:""/6c.<SS|4",True,True,True,12,2
40`hXqfoy]2y>,True,True,True,13,2
xL$pVe,True,True,True,6,1
u[tdYI^_Ywr,True,True,True,11,2
76ETG\MV,False,True,True,8,1
",.<7^U[",False,True,True,7,1
]Eh4{>_aBj&H~!,True,True,True,14,2
Ol_!8B'SYd,True,True,True,10,2
";?*l""""}T\HGlr_",True,True,True,14,2
=&/IgJW?Jr|`)><,True,True,True,15,2
jgh_a,True,False,True,5,0
"Mg^5!a,KDHFG",True,True,True,12,2
p<9?i=oB;`2,True,True,True,11,2
D6SboLIGS7[-L]E<,True,True,True,16,2
X`&WOnl1F(I,True,True,True,11,2
e@!GZFE,True,True,True,7,1
MwFzg\@V\*MR,True,True,True,12,2
U{E6PXe,True,True,True,7,1
dGJ%dwSqn,True,True,True,9,2
BX#^4jnSW\Gu*;i&,True,True,True,16,2
"e,]J`jK^kd<i*7@c",True,True,True,16,2
Sg_U!x,True,True,True,6,1
T-w[,True,True,True,4,0
k;S,True,True,True,3,0
