Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
MBT,FALSE,TRUE,FALSE,3,Weak
`|EB~N#-t=,TRUE,TRUE,TRUE,10,Strong
cXW%,TRUE,TRUE,TRUE,4,Weak
AAA=-^Ho,TRUE,TRUE,TRUE,8,Strong
pH%dV/V=?63P,TRUE,TRUE,TRUE,12,Strong
@w{,TRUE,FALSE,TRUE,3,Weak
`~%C4TA|JDm6]t(],TRUE,TRUE,TRUE,16,Strong
PIxrfD08XpppwyE,TRUE,TRUE,FALSE,15,Medium
_7l4#[dA!,TRUE,TRUE,TRUE,9,Strong
"LB,0@`ZlaN",TRUE,TRUE,TRUE,10,Strong
_i;)asUI:oE<G,TRUE,TRUE,TRUE,13,Strong
{)V,FALSE,TRUE,TRUE,3,Weak
jeh&PU!7mAQ@%,TRUE,TRUE,TRUE,13,Strong
;$Sc:+SY@LW+,TRUE,TRUE,TRUE,12,Strong
~~Ij<qbE;W0f,TRUE,TRUE,TRUE,12,Strong
tO|6"~4OYU,TRUE,TRUE,TRUE,10,Strong
<ChP.sW*YN-,TRUE,TRUE,TRUE,11,Strong
k1AEe.,TRUE,TRUE,TRUE,6,Medium
C2^]Ou\F,TRUE,TRUE,TRUE,8,Strong
rK+Oe,TRUE,TRUE,TRUE,5,Weak
161!ue#/,TRUE,FALSE,TRUE,8,Medium
P07Be?k,TRUE,TRUE,TRUE,7,Medium
OIL3uaoUbS^i,TRUE,TRUE,TRUE,12,Strong
y@jmXOuVrC0v+w9I,TRUE,TRUE,TRUE,16,Strong
:$ZXS{7,FALSE,TRUE,TRUE,7,Medium
72+Dy(Yz"%Nf"7,TRUE,TRUE,TRUE,14,Strong
".C,U968wZ_",TRUE,TRUE,TRUE,10,Strong
*c]Z<8m~vWA,TRUE,TRUE,TRUE,11,Strong
RxSEvC,TRUE,TRUE,FALSE,6,Medium
cd`)|Jvg1B46t>D0,TRUE,TRUE,TRUE,16,Strong
|`FONJb6YI6kO,TRUE,TRUE,TRUE,13,Strong
"AY),yO!Ai!{",TRUE,TRUE,TRUE,11,Strong
9!~{V]tQ}s34*4V7,TRUE,TRUE,TRUE,16,Strong
@)5P?a5LM9NT,TRUE,TRUE,TRUE,12,Strong
d1QYU,TRUE,TRUE,FALSE,5,Weak
o`EMUc#u,TRUE,TRUE,TRUE,8,Strong
?{v'X~-k$t4^,TRUE,TRUE,TRUE,12,Strong
anwf.@,TRUE,FALSE,TRUE,6,Medium
",5P=i.%M;V",TRUE,TRUE,TRUE,10,Strong
tYP]qY6]^Ig,TRUE,TRUE,TRUE,11,Strong
696S:@bX?=L@d,TRUE,TRUE,TRUE,13,Strong
OLF-OwWi4,TRUE,TRUE,TRUE,9,Strong
k+g$36b,TRUE,FALSE,TRUE,7,Medium
.<NlT_,TRUE,TRUE,TRUE,6,Medium
\@!,FALSE,FALSE,TRUE,3,Weak
3D~3!X$U4,FALSE,TRUE,TRUE,9,Medium
4j/w,TRUE,FALSE,TRUE,4,Weak
iAXTUriV1grBnw,TRUE,TRUE,FALSE,14,Medium
YQ0E,FALSE,TRUE,FALSE,4,Weak
HCwx8eE\B,TRUE,TRUE,TRUE,9,Strong
tz`T-\!4,TRUE,TRUE,TRUE,8,Strong
#NAME?,FALSE,TRUE,TRUE,4,Weak
jqS|,TRUE,TRUE,TRUE,4,Weak
zn2VFy|>{,TRUE,TRUE,TRUE,9,Strong
"|=s:9P(C,PAS>",TRUE,TRUE,TRUE,13,Strong
cbtBL<$,TRUE,TRUE,TRUE,7,Medium
iDooB(r-i0;T+,TRUE,TRUE,TRUE,13,Strong
"yhej%Yy\`,bYb/[G",TRUE,TRUE,TRUE,16,Strong
dK:Z$i+JP#.M{#,TRUE,TRUE,TRUE,14,Strong
)1Wf~$C#w)OB{Jvk,TRUE,TRUE,TRUE,16,Strong
3n_ZvoT~&Q,TRUE,TRUE,TRUE,10,Strong
dR[<@'*\.o,TRUE,TRUE,TRUE,10,Strong
]v(d+](qMat!k,TRUE,TRUE,TRUE,13,Strong
K9[:~0,FALSE,TRUE,TRUE,6,Medium
#iT)Q9tgvIC_%,TRUE,TRUE,TRUE,13,Strong
wIialjYJsP+6{,TRUE,TRUE,TRUE,13,Strong
&)k55F,TRUE,TRUE,TRUE,6,Medium
n{ef,TRUE,FALSE,TRUE,4,Weak
K'i)"H#G,TRUE,TRUE,TRUE,8,Strong
3j(A`T(@,TRUE,TRUE,TRUE,8,Strong
"j3{$,l(",TRUE,FALSE,TRUE,7,Medium
9AAc<,TRUE,TRUE,TRUE,5,Weak
rtA#Y;(U,TRUE,TRUE,TRUE,8,Strong
S+@5F1WA,FALSE,TRUE,TRUE,8,Medium
UeL"zm]+PD?}}),TRUE,TRUE,TRUE,14,Strong
huf3,TRUE,FALSE,FALSE,4,Weak
@[G~L=LVp^&Xv,TRUE,TRUE,TRUE,13,Strong
<'vbWX7"crqih+-o,TRUE,TRUE,TRUE,16,Strong
&XFE+Y}9\RU'h5k,TRUE,TRUE,TRUE,15,Strong
2t+gq7yw,TRUE,FALSE,TRUE,8,Medium
2a#,TRUE,FALSE,TRUE,3,Weak
Z%hq*wr_s}peZ_8n,TRUE,TRUE,TRUE,16,Strong
[_Dv+Zw.V9,TRUE,TRUE,TRUE,10,Strong
$kdA~K,TRUE,TRUE,TRUE,6,Medium
F:s*0K]YwP,TRUE,TRUE,TRUE,10,Strong
}iow}*M,TRUE,TRUE,TRUE,7,Medium
$E0,FALSE,TRUE,TRUE,3,Weak
>CH%ijSCh$,TRUE,TRUE,TRUE,10,Strong
0MuK~sT4C[V(H,TRUE,TRUE,TRUE,13,Strong
B)OX>gB,TRUE,TRUE,TRUE,7,Medium
xjhoRUF,TRUE,TRUE,FALSE,7,Medium
A+lFFU-TR,TRUE,TRUE,TRUE,9,Strong
m=.N\~xM.`ypCbk!,TRUE,TRUE,TRUE,16,Strong
X..n|dRl*,TRUE,TRUE,TRUE,9,Strong
6mQlC}_yv|N06,TRUE,TRUE,TRUE,13,Strong
B"SI},FALSE,TRUE,TRUE,5,Weak
^iBc,TRUE,TRUE,TRUE,4,Weak
^d&,TRUE,FALSE,TRUE,3,Weak
g*SjahP$}S}S_'G,TRUE,TRUE,TRUE,15,Strong
QR5cUY%9{R[[,TRUE,TRUE,TRUE,12,Strong
`0eI3SQY,TRUE,TRUE,TRUE,8,Strong
W&&9o}4"rC+,TRUE,TRUE,TRUE,11,Strong
"A5,m",TRUE,TRUE,TRUE,4,Weak
ay:W"fHi6J%fxR&,TRUE,TRUE,TRUE,15,Strong
K@aO6R^Z,TRUE,TRUE,TRUE,8,Strong
.j]O+?Zm7\5bpP],TRUE,TRUE,TRUE,15,Strong
Ghjm!=L,TRUE,TRUE,TRUE,7,Medium
#NAME?,TRUE,TRUE,TRUE,3,Weak
JG#5D,FALSE,TRUE,TRUE,5,Weak
i&8_a'67,TRUE,FALSE,TRUE,8,Medium
-6XQewA?_xWmUu,TRUE,TRUE,TRUE,14,Strong
AUr0#8B,TRUE,TRUE,TRUE,7,Medium
93K,FALSE,TRUE,FALSE,3,Weak
"Q~{.Gerwxj,C",TRUE,TRUE,TRUE,12,Strong
}7K|y3g"aW|,TRUE,TRUE,TRUE,11,Strong
#@YEf6&i@7OHTaX,TRUE,TRUE,TRUE,15,Strong
"D?>r.B,k!6~b",TRUE,TRUE,TRUE,12,Strong
>ztReXQ|Bgi,TRUE,TRUE,TRUE,11,Strong
v!_#l`+uU<,TRUE,TRUE,TRUE,10,Strong
`~rFE#jKBY?z=C^B,TRUE,TRUE,TRUE,16,Strong
;*WTd_9`C%#,TRUE,TRUE,TRUE,11,Strong
#[[)%MEHBA"x'I,TRUE,TRUE,TRUE,14,Strong
NkcC,TRUE,TRUE,FALSE,4,Weak
|.mYH1i0Lao,TRUE,TRUE,TRUE,11,Strong
Vzq+kX.D:IZn0rli,TRUE,TRUE,TRUE,16,Strong
v~Q7,TRUE,TRUE,TRUE,4,Weak
iR`gF,TRUE,TRUE,TRUE,5,Weak
0Vc#:'of5yrnQ7R,TRUE,TRUE,TRUE,15,Strong
hdXd1{Y(k~/&,TRUE,TRUE,TRUE,12,Strong
_UYYipFX".3,TRUE,TRUE,TRUE,11,Strong
!k[r{3bm9W,TRUE,TRUE,TRUE,10,Strong
M*s8=e4,TRUE,TRUE,TRUE,7,Medium
"B*ZVv^*vo/,",TRUE,TRUE,TRUE,11,Strong
.Z?WX,FALSE,TRUE,TRUE,5,Weak
#S/,FALSE,TRUE,TRUE,3,Weak
=8[G[2qAto94,TRUE,TRUE,TRUE,12,Strong
"G,,(Ey[m4<G",TRUE,TRUE,TRUE,11,Strong
"MM,U6|ZGO",FALSE,TRUE,TRUE,9,Medium
W]es-N:@c(`+,TRUE,TRUE,TRUE,12,Strong
"t,-sE&o$""og8&-",TRUE,TRUE,TRUE,14,Strong
FXf#t''5O"Z,TRUE,TRUE,TRUE,11,Strong
vM`]$~@{{&#e,TRUE,TRUE,TRUE,12,Strong
"+,Z9$T",FALSE,TRUE,TRUE,6,Medium
L//vzB[yQ;'.4?,TRUE,TRUE,TRUE,14,Strong
rk4R,TRUE,TRUE,FALSE,4,Weak
hMrV\Hk-Kwz,TRUE,TRUE,TRUE,11,Strong
aA~M[2TG,TRUE,TRUE,TRUE,8,Strong
pdt|rl3m/slH4`[b,TRUE,TRUE,TRUE,16,Strong
"O:#{V6WTm,!",TRUE,TRUE,TRUE,11,Strong
"Rf,D*_{yr/'",TRUE,TRUE,TRUE,11,Strong
|r{Q8ezOa,TRUE,TRUE,TRUE,9,Strong
+=<rP*ix[,TRUE,TRUE,TRUE,9,Strong
u<5"6zJJPcXz,TRUE,TRUE,TRUE,12,Strong
$0i&!cG96CzTu.Xm,TRUE,TRUE,TRUE,16,Strong
@}w~:\l0^5<,TRUE,FALSE,TRUE,11,Medium
-)BA<ojq{;`b6,TRUE,TRUE,TRUE,13,Strong
$t9`y&N?eY,TRUE,TRUE,TRUE,10,Strong
3%:r/s7:a"M=}y,TRUE,TRUE,TRUE,14,Strong
KgY#,TRUE,TRUE,TRUE,4,Weak
T_{ntp8n,TRUE,TRUE,TRUE,8,Strong
QUDF((92u~aI,TRUE,TRUE,TRUE,12,Strong
%L`,FALSE,TRUE,TRUE,3,Weak
y`78,TRUE,FALSE,TRUE,4,Weak
]&>0BFfuh>=.3,TRUE,TRUE,TRUE,13,Strong
@|~i&L<_Or:,TRUE,TRUE,TRUE,11,Strong
"\,)$e",TRUE,FALSE,TRUE,5,Weak
lwh0&;SC$#<,TRUE,TRUE,TRUE,11,Strong
_qBWp,TRUE,TRUE,TRUE,5,Weak
ekA<#DY$g;7NY,TRUE,TRUE,TRUE,13,Strong
4$oxp,TRUE,FALSE,TRUE,5,Weak
X0~leR1,TRUE,TRUE,TRUE,7,Medium
Qy%,TRUE,TRUE,TRUE,3,Weak
w6.?ya`/_Z1,TRUE,TRUE,TRUE,11,Strong
!iC'}fd;j,TRUE,TRUE,TRUE,9,Strong
y:=K',TRUE,TRUE,TRUE,5,Weak
)c.j,TRUE,FALSE,TRUE,4,Weak
s"0m,TRUE,FALSE,TRUE,4,Weak
S".jod1opa{,TRUE,TRUE,TRUE,11,Strong
s`6;HDjU*,TRUE,TRUE,TRUE,9,Strong
Z4~7%sN\26FjZty,TRUE,TRUE,TRUE,15,Strong
mC]-3Fm+7a*{@A,TRUE,TRUE,TRUE,14,Strong
M}XwqH~z4shbL,TRUE,TRUE,TRUE,13,Strong
j017"Rc2f?Z,TRUE,TRUE,TRUE,11,Strong
"SP+Ku@H+,T=",TRUE,TRUE,TRUE,11,Strong
U{?2/F|P==,FALSE,TRUE,TRUE,10,Medium
8R8.#Z,FALSE,TRUE,TRUE,6,Medium
0l^<shtqS,TRUE,TRUE,TRUE,9,Strong
*dc.<~R8Y$,TRUE,TRUE,TRUE,10,Strong
W0EI&wA4h{5t\<$,TRUE,TRUE,TRUE,15,Strong
"MCZk,T:iWwf",TRUE,TRUE,TRUE,11,Strong
JP5jh\,TRUE,TRUE,TRUE,6,Medium
g]XM'6,TRUE,TRUE,TRUE,6,Medium
MqO'wo<O$p,TRUE,TRUE,TRUE,10,Strong
i}vEM&y{<hwI:c.X,TRUE,TRUE,TRUE,16,Strong
Hg1ySl%,TRUE,TRUE,TRUE,7,Medium
D.Dk<9pp,TRUE,TRUE,TRUE,8,Strong
.!+-u/Y]X,TRUE,TRUE,TRUE,9,Strong
zyCyBWf\@A@E,TRUE,TRUE,TRUE,12,Strong
"vo[,hFSHdp!1",TRUE,TRUE,TRUE,12,Strong
5)l9-;lV,TRUE,TRUE,TRUE,8,Strong
41r}e?{v)ia,TRUE,FALSE,TRUE,11,Medium
(4<T`,FALSE,TRUE,TRUE,5,Weak
)gl-h<.P\8LycpBa,TRUE,TRUE,TRUE,16,Strong
7/^7`qf/FG,TRUE,TRUE,TRUE,10,Strong
s%n=#nkdjL:L,TRUE,TRUE,TRUE,12,Strong
pI0"~$J+f~$#Q,TRUE,TRUE,TRUE,13,Strong
"3}*d+,;XH?(2CD~",TRUE,TRUE,TRUE,15,Strong
90_,FALSE,FALSE,TRUE,3,Weak
^?-m8k%6,TRUE,FALSE,TRUE,8,Medium
{Jik_r=W?._KYWg1,TRUE,TRUE,TRUE,16,Strong
|m"ea))F$x2Q,TRUE,TRUE,TRUE,12,Strong
on;g{%xDk<',TRUE,TRUE,TRUE,11,Strong
9}'~Eu(R|AJ',TRUE,TRUE,TRUE,12,Strong
"e,(ji+DJBNu""Oxd",TRUE,TRUE,TRUE,15,Strong
Itv;GjO@T,TRUE,TRUE,TRUE,9,Strong
S->+iS,TRUE,TRUE,TRUE,6,Medium
W0}fkkq\,TRUE,TRUE,TRUE,8,Strong
@IGW,FALSE,TRUE,TRUE,4,Weak
ZIXT\@dfw&+gG)/,TRUE,TRUE,TRUE,15,Strong
cjS-)/,TRUE,TRUE,TRUE,6,Medium
l0@jMij0X4R.Tc,TRUE,TRUE,TRUE,14,Strong
a3q&m>{,TRUE,FALSE,TRUE,7,Medium
$Ea,TRUE,TRUE,TRUE,3,Weak
MHii(6,TRUE,TRUE,TRUE,6,Medium
w!`e}\P&|`|bf!bC,TRUE,TRUE,TRUE,16,Strong
)|\3H#Ncd^<|2QqF,TRUE,TRUE,TRUE,16,Strong
3\vQ-c3)rd,TRUE,TRUE,TRUE,10,Strong
7zC(0*Gl9WmF^[Oq,TRUE,TRUE,TRUE,16,Strong
"nIlT>\u,'",TRUE,TRUE,TRUE,9,Strong
UVDs>,TRUE,TRUE,TRUE,5,Weak
WVk7SWuiqtW6fBKJ,TRUE,TRUE,FALSE,16,Medium
QPa?}L0I^2L,TRUE,TRUE,TRUE,11,Strong
c-JSjSY/,TRUE,TRUE,TRUE,8,Strong
O*|aFV;\Ey,TRUE,TRUE,TRUE,10,Strong
x=^rGv#zKGIrp=Fj,TRUE,TRUE,TRUE,16,Strong
+%3<W,FALSE,TRUE,TRUE,5,Weak
[Gc,TRUE,TRUE,TRUE,3,Weak
q_r;Bf^2@ZW0,TRUE,TRUE,TRUE,12,Strong
0bNy`f*8,TRUE,TRUE,TRUE,8,Strong
B`{f1b?8,TRUE,TRUE,TRUE,8,Strong
+cy]^j'wYQG2'I,TRUE,TRUE,TRUE,14,Strong
}(klxSlWtJuAq,TRUE,TRUE,TRUE,13,Strong
KBt,TRUE,TRUE,FALSE,3,Weak
?/BV},FALSE,TRUE,TRUE,5,Weak
W2166\FBNO,FALSE,TRUE,TRUE,10,Medium
"?L=!9f,]djuy",TRUE,TRUE,TRUE,12,Strong
/RnIT,TRUE,TRUE,TRUE,5,Weak
5sj.xY+r*J,TRUE,TRUE,TRUE,10,Strong
",/c1U+}&i(",TRUE,TRUE,TRUE,10,Strong
p9c>,TRUE,FALSE,TRUE,4,Weak
=A[14@sseJ+,TRUE,TRUE,TRUE,11,Strong
50<.O8Nbxo1pY^(,TRUE,TRUE,TRUE,15,Strong
r=f}:-V,TRUE,TRUE,TRUE,7,Medium
zcpJghu5p>U,TRUE,TRUE,TRUE,11,Strong
r?4k7QmF,TRUE,TRUE,TRUE,8,Strong
I-rXmv(,TRUE,TRUE,TRUE,7,Medium
-EM?<C3CR/4:tk7,TRUE,TRUE,TRUE,15,Strong
nV&U5Fe'!o7phz",TRUE,TRUE,TRUE,15,Strong
"iv-E`H*Upoh=;,g",TRUE,TRUE,TRUE,15,Strong
W0+,FALSE,TRUE,TRUE,3,Weak
/f%L0op,TRUE,TRUE,TRUE,7,Medium
t{R.4)~M!o5",TRUE,TRUE,TRUE,12,Strong
0M-z5-_0'M-TsfO],TRUE,TRUE,TRUE,16,Strong
$9KgTFGe@N2uy,TRUE,TRUE,TRUE,13,Strong
x;>Z$g5Vu!(G0,TRUE,TRUE,TRUE,13,Strong
BiJ|89do|PRuE0KJ,TRUE,TRUE,TRUE,16,Strong
"Pu8Yn)d-(V2tc,\",TRUE,TRUE,TRUE,15,Strong
CMbD,TRUE,TRUE,FALSE,4,Weak
"a(E,q)`Lewzb'!;[",TRUE,TRUE,TRUE,16,Strong
#J!oKFKbB#,TRUE,TRUE,TRUE,10,Strong
R5b"GZljD:4_.R&,TRUE,TRUE,TRUE,15,Strong
b#*e,TRUE,FALSE,TRUE,4,Weak
8h|mHZ{(!>XK5>I,TRUE,TRUE,TRUE,15,Strong
P:icu^Y7Bu,TRUE,TRUE,TRUE,10,Strong
&5#,FALSE,FALSE,TRUE,3,Weak
[ec,TRUE,FALSE,TRUE,3,Weak
4&F.?IC>3BxUJ),TRUE,TRUE,TRUE,14,Strong
0:jG&-/|bDpt$f,TRUE,TRUE,TRUE,14,Strong
a.B,TRUE,TRUE,TRUE,3,Weak
"""U/9{TG[w>ys_!8H",TRUE,TRUE,TRUE,16,Strong
J8Kz_M"v,TRUE,TRUE,TRUE,8,Strong
bYHM&WT-ac>BiOx,TRUE,TRUE,TRUE,15,Strong
"eEvK,7qHyYN",TRUE,TRUE,TRUE,11,Strong
ZF]dlNG?kGs}F6Q,TRUE,TRUE,TRUE,15,Strong
z%7EI'!$V]cVz,TRUE,TRUE,TRUE,13,Strong
[m`ehkJ/+m/44,TRUE,TRUE,TRUE,13,Strong
RDG7i,TRUE,TRUE,FALSE,5,Weak
';mFf7'_p4C,TRUE,TRUE,TRUE,11,Strong
\4z,TRUE,FALSE,TRUE,3,Weak
EY@[VN-s#,TRUE,TRUE,TRUE,9,Strong
7/dg=dzlJE$Y}wiJ,TRUE,TRUE,TRUE,16,Strong
(2u+,TRUE,FALSE,TRUE,4,Weak
_HT_$hWL3c/B,TRUE,TRUE,TRUE,12,Strong
F2xV5kW5.iUD~,TRUE,TRUE,TRUE,13,Strong
fXI;3'7L,TRUE,TRUE,TRUE,8,Strong
_^*/,FALSE,FALSE,TRUE,4,Weak
b.l{<%%-I,TRUE,TRUE,TRUE,9,Strong
'Un6?$ng}C&r,TRUE,TRUE,TRUE,12,Strong
08/']|_dg;bZhuS,TRUE,TRUE,TRUE,15,Strong
"]=,`|""u(_6}fP",TRUE,TRUE,TRUE,13,Strong
era,TRUE,FALSE,FALSE,3,Weak
\v6lRrG}$IL,TRUE,TRUE,TRUE,11,Strong
fPV0~K,TRUE,TRUE,TRUE,6,Medium
NNao?p<:VYFmQ~,TRUE,TRUE,TRUE,14,Strong
tbiH,TRUE,TRUE,FALSE,4,Weak
2=],FALSE,FALSE,TRUE,3,Weak
pW$IZ_-\RN,TRUE,TRUE,TRUE,10,Strong
_1^g7,TRUE,FALSE,TRUE,5,Weak
qFN.)L,TRUE,TRUE,TRUE,6,Medium
N1MnL-lj[9'0,TRUE,TRUE,TRUE,12,Strong
7uHche4,TRUE,TRUE,FALSE,7,Medium
.Bm&lP,TRUE,TRUE,TRUE,6,Medium
JPJZiP,TRUE,TRUE,FALSE,6,Medium
s1'';tn\,TRUE,FALSE,TRUE,8,Medium
o(e2J$2+9""nb`,TRUE,TRUE,TRUE,14,Strong
DD$1"wu{,TRUE,TRUE,TRUE,8,Strong
'<ku,TRUE,FALSE,TRUE,4,Weak
no;7[2QG,TRUE,TRUE,TRUE,8,Strong
qU;[/r,TRUE,TRUE,TRUE,6,Medium
kI'_lTA!\Inr,TRUE,TRUE,TRUE,12,Strong
7P(\kPlHRbWldPs,TRUE,TRUE,TRUE,15,Strong
)HE{N_B)U{0B2;,FALSE,TRUE,TRUE,14,Medium
TN9H=7:rf_ry%0rn,TRUE,TRUE,TRUE,16,Strong
vV\6,TRUE,TRUE,TRUE,4,Weak
EFms7;f_6QIx,TRUE,TRUE,TRUE,12,Strong
'`l]1qVUd%P{[d,TRUE,TRUE,TRUE,14,Strong
]dQ=jf:JPWEx,TRUE,TRUE,TRUE,12,Strong
c=W,TRUE,TRUE,TRUE,3,Weak
MoFs?Oof/v3,TRUE,TRUE,TRUE,11,Strong
0!jW:O7%,TRUE,TRUE,TRUE,8,Strong
1zmExiIXzN6s,TRUE,TRUE,FALSE,12,Medium
twPg;f=ktd)#=C,TRUE,TRUE,TRUE,14,Strong
<LChk,TRUE,TRUE,TRUE,5,Weak
eZQv,TRUE,TRUE,FALSE,4,Weak
E8f`lQs5q2,TRUE,TRUE,TRUE,10,Strong
[.[oHFMOO3>v5,TRUE,TRUE,TRUE,13,Strong
OYC;,FALSE,TRUE,TRUE,4,Weak
aK",TRUE,TRUE,TRUE,3,Weak
"+A!,O7v!t",TRUE,TRUE,TRUE,9,Strong
*K+)^OwVJ]mdh\60,TRUE,TRUE,TRUE,16,Strong
8odUj"/,TRUE,TRUE,TRUE,7,Medium
nj+&q5$+OxZe3;,TRUE,TRUE,TRUE,14,Strong
"E]|xAG,'J3!MP2~",TRUE,TRUE,TRUE,15,Strong
c<\=R3h?8),TRUE,TRUE,TRUE,10,Strong
HhKJivp|6H{ns9L,TRUE,TRUE,TRUE,15,Strong
S#r;P(}b%xil%d,TRUE,TRUE,TRUE,14,Strong
C7Y&,FALSE,TRUE,TRUE,4,Weak
W7g:h;|,TRUE,TRUE,TRUE,7,Medium
}X^/J,FALSE,TRUE,TRUE,5,Weak
qd>cVc`M?9T,TRUE,TRUE,TRUE,11,Strong
Iim,TRUE,TRUE,FALSE,3,Weak
SCk`<@,TRUE,TRUE,TRUE,6,Medium
h/pU=Z_Ik`,TRUE,TRUE,TRUE,10,Strong
#NAME?,TRUE,TRUE,TRUE,13,Strong
}gu~moAT#Ih,TRUE,TRUE,TRUE,11,Strong
9Eb}\5U4F\[.P04F,TRUE,TRUE,TRUE,16,Strong
"T,?FTVw-",TRUE,TRUE,TRUE,8,Strong
P`l;,TRUE,TRUE,TRUE,4,Weak
>$Ko4[\Ir\OV[O,TRUE,TRUE,TRUE,14,Strong
"P]m>U(Qe+;,Mt",TRUE,TRUE,TRUE,13,Strong
wVUD+E?()(N`8[,TRUE,TRUE,TRUE,14,Strong
f!sCJG,TRUE,TRUE,TRUE,6,Medium
@JAWf,TRUE,TRUE,TRUE,5,Weak
t22zxhtlcz,TRUE,FALSE,FALSE,10,Medium
0M[++9>S8Bp$a=bX,TRUE,TRUE,TRUE,16,Strong
(A`wyN"~*,TRUE,TRUE,TRUE,9,Strong
Srk,TRUE,TRUE,FALSE,3,Weak
gAC_Y*xGJT<'i,TRUE,TRUE,TRUE,13,Strong
{&rS8-,TRUE,TRUE,TRUE,6,Medium
4rPB_,TRUE,TRUE,TRUE,5,Weak
^BSbcd#bTKH8'_,TRUE,TRUE,TRUE,14,Strong
"""%2A",FALSE,TRUE,TRUE,4,Weak
uV38v92,TRUE,TRUE,FALSE,7,Medium
bEb?iUwpsi<P.7[P,TRUE,TRUE,TRUE,16,Strong
WFXZ#$d/)P,TRUE,TRUE,TRUE,10,Strong
"""A""Bu;]h1r",TRUE,TRUE,TRUE,10,Strong
\;#rh,TRUE,FALSE,TRUE,5,Weak
#NAME?,TRUE,FALSE,TRUE,4,Weak
"j~#""^,*%0~EDp",TRUE,TRUE,TRUE,13,Strong
y[\D2Mf`{~'X$-X,TRUE,TRUE,TRUE,15,Strong
MEi_Qu]e@Z*_,TRUE,TRUE,TRUE,12,Strong
zrp,TRUE,FALSE,FALSE,3,Weak
mls(trg|-Mv&iCm,TRUE,TRUE,TRUE,15,Strong
zU^MSj74t}benY*3,TRUE,TRUE,TRUE,16,Strong
/|^G:@{a&#mJ,TRUE,TRUE,TRUE,12,Strong
gIZ0c,TRUE,TRUE,FALSE,5,Weak
b+aSE+,TRUE,TRUE,TRUE,6,Medium
{lnpm;qnwT4.,TRUE,TRUE,TRUE,12,Strong
aL!!,TRUE,TRUE,TRUE,4,Weak
"F,Kbg&i2m/zObrx",TRUE,TRUE,TRUE,15,Strong
\>0,FALSE,FALSE,TRUE,3,Weak
cPXo9+T*,TRUE,TRUE,TRUE,8,Strong
gy8LwY,TRUE,TRUE,FALSE,6,Medium
mIR,TRUE,TRUE,FALSE,3,Weak
hCg-,TRUE,TRUE,TRUE,4,Weak
23H7/hM7p+9U/Aa+,TRUE,TRUE,TRUE,16,Strong
Z"'W7.^v,TRUE,TRUE,TRUE,8,Strong
qW@4i<=3;l,TRUE,TRUE,TRUE,10,Strong
TnQNE>N2E"^md|,TRUE,TRUE,TRUE,14,Strong
pkD8+^K1,TRUE,TRUE,TRUE,8,Strong
zA.,TRUE,TRUE,TRUE,3,Weak
uwrN1$-B+O;,TRUE,TRUE,TRUE,11,Strong
`.d%6!V4O,TRUE,TRUE,TRUE,9,Strong
Aij_{+`,TRUE,TRUE,TRUE,7,Medium
"`<,vtJ68F8-]%",TRUE,TRUE,TRUE,13,Strong
0BRp,TRUE,TRUE,FALSE,4,Weak
Ox-dI',TRUE,TRUE,TRUE,6,Medium
>i!ZE!',TRUE,TRUE,TRUE,7,Medium
4$lCe=h,TRUE,TRUE,TRUE,7,Medium
",KMU$ZBi<&IoPV",TRUE,TRUE,TRUE,14,Strong
)eV861,TRUE,TRUE,TRUE,6,Medium
R1Q,FALSE,TRUE,FALSE,3,Weak
`Kn,TRUE,TRUE,TRUE,3,Weak
F%.kT\Dd,TRUE,TRUE,TRUE,8,Strong
JFI,FALSE,TRUE,FALSE,3,Weak
/2{Ov%,TRUE,TRUE,TRUE,6,Medium
NA0SdT|C#{+xJae,TRUE,TRUE,TRUE,15,Strong
"aaN.m],0",TRUE,TRUE,TRUE,8,Strong
'3='?d,TRUE,FALSE,TRUE,6,Medium
crn-fqwJkH2><d.,TRUE,TRUE,TRUE,15,Strong
j|8z'&u,TRUE,FALSE,TRUE,7,Medium
a?Ob,TRUE,TRUE,TRUE,4,Weak
)')&dtVK[*a\1Bz,TRUE,TRUE,TRUE,15,Strong
eZ_C~z8&BAZ>,TRUE,TRUE,TRUE,12,Strong
/$r``,TRUE,FALSE,TRUE,5,Weak
8A1/,FALSE,TRUE,TRUE,4,Weak
(y),TRUE,FALSE,TRUE,3,Weak
f!lOm#gK/^(,TRUE,TRUE,TRUE,11,Strong
bQu(2,TRUE,TRUE,TRUE,5,Weak
{T@M'5gSToZ=R,TRUE,TRUE,TRUE,13,Strong
]NQ,FALSE,TRUE,TRUE,3,Weak
BQ@y].V.yUYQi,TRUE,TRUE,TRUE,13,Strong
IU\*H,FALSE,TRUE,TRUE,5,Weak
rmG8s5u$<,TRUE,TRUE,TRUE,9,Strong
XB.3Hxd{\o,TRUE,TRUE,TRUE,10,Strong
B2udsVC?DPZF3=(!,TRUE,TRUE,TRUE,16,Strong
6K~^w,TRUE,TRUE,TRUE,5,Weak
53mj(.1e`zL0@,TRUE,TRUE,TRUE,13,Strong
pjdA%,TRUE,TRUE,TRUE,5,Weak
$`_(+>fb(L,TRUE,TRUE,TRUE,10,Strong
KAH2/z>O|Fv,TRUE,TRUE,TRUE,11,Strong
P38IYE1RMgL![S,TRUE,TRUE,TRUE,14,Strong
